wgt,income,person
11187.461710771775,7.991597056388856e-4,1
3656.8834791024024,0.001262900815345347,2
16593.28946248837,0.00163546409457922,3
3656.8834791024024,0.005211878498084844,4
6533.246373732355,0.0077194751705974346,5
9713.145051212705,0.007856197468936444,6
15538.141264960801,0.008396219252608717,7
16593.28946248837,0.008941611368209123,8
16593.28946248837,0.01008342516142875,9
15538.141264960801,0.011613512900657952,10
15538.141264960801,0.015245147957466544,11
5290.195072535491,0.017305134725756944,12
15538.141264960801,0.018016118928790095,13
15538.141264960801,0.018506057281047105,14
15538.141264960801,0.018549124500714245,15
10609.298314866259,0.01895466910209507,16
16593.28946248837,0.019799126544967294,17
6937.9607508662175,0.023944464861415327,18
9713.145051212705,0.025401717377826573,19
3642.4293942047643,0.026350739225745202,20
9713.145051212705,0.026500839972868562,21
16593.28946248837,0.0342850832734257,22
15538.141264960801,0.036655923305079344,23
4697.577591732334,0.038732086704112594,24
11187.461710771775,0.03891855641268194,25
10869.47184302374,0.03941891859285534,26
6533.246373732355,0.04573759264312685,27
15538.141264960801,0.04752267918083817,28
15538.141264960801,0.04756908875424415,29
10609.298314866259,0.04851025340612978,30
15552.595349858437,0.04909494242165238,31
15552.595349858437,0.04944399304222316,32
15538.141264960801,0.05151043739169836,33
4697.577591732334,0.05151842234190554,34
6952.414835763856,0.05350737855769694,35
8672.450938582771,0.05416900424752385,36
15538.141264960801,0.054324122890830044,37
9178.343910000101,0.05513661808799952,38
6533.246373732355,0.05558717902749777,39
9178.343910000101,0.05570015914272517,40
15538.141264960801,0.05641971218865365,41
16593.28946248837,0.058070944040082395,42
6547.700458629993,0.05886189839802683,43
16593.28946248837,0.05913737821392715,44
9178.343910000101,0.05981773622334004,45
6937.9607508662175,0.059829397476278245,46
6316.435100267786,0.06006249564234167,47
15538.141264960801,0.06072630840353668,48
5955.082977826837,0.06211940022185445,49
16593.28946248837,0.062414997117593886,50
16593.28946248837,0.06293085615616292,51
5969.537062724475,0.06441412239801139,52
16593.28946248837,0.06497165127657355,53
15538.141264960801,0.06759310574270785,54
5290.195072535491,0.06795488647185266,55
5969.537062724475,0.06804328660946339,56
9178.343910000101,0.0681485454319045,57
5969.537062724475,0.06865789270959795,58
11187.461710771775,0.06935558905825019,59
10363.578871606413,0.07105581790674478,60
9192.797994897739,0.07194796984549612,61
6330.889185165424,0.07312156562693417,62
15538.141264960801,0.07409152551554143,63
11187.461710771775,0.0792176709510386,64
5955.082977826837,0.08233852691482753,65
6533.246373732355,0.08236705271992834,66
15538.141264960801,0.08420673485379666,67
4683.123506834697,0.08639137491118164,68
5955.082977826837,0.08863828317262233,69
9178.343910000101,0.08893983119633049,70
6330.889185165424,0.09080745375249535,71
15538.141264960801,0.09165005735121667,72
11187.461710771775,0.09219626081176102,73
10609.298314866259,0.09441614032257349,74
5290.195072535491,0.09592933245003224,75
6533.246373732355,0.09672325723804534,76
15552.595349858437,0.09714024066925049,77
9698.690966315067,5.043677948741243,78
11115.191286283587,7.985425441758707,79
11129.645371181225,8.042993709398434,80
10594.84422996862,10.001498804055155,81
16593.28946248837,10.060481703467667,82
8672.450938582771,10.901893343077973,83
10869.47184302374,11.980855346051976,84
10869.47184302374,12.037020737258718,85
11187.461710771775,14.936280712019652,86
11115.191286283587,15.075828846730293,87
4856.572525606352,15.943225870467723,88
3902.6029223622472,15.987431890377774,89
16593.28946248837,17.02233152799308,90
10594.84422996862,19.003648335812613,91
10609.298314866259,19.084649618761613,92
7443.853722283546,19.97309548351914,93
7458.307807181184,19.999730934156105,94
10855.017758126103,20.099962977319954,95
10869.47184302374,22.05794401532039,96
15538.141264960801,23.010148432850837,97
8137.649797370168,23.952502394234763,98
11332.002559748156,23.974590266589075,99
16593.28946248837,24.90514916200191,100
11332.002559748156,24.918525255750865,101
10869.47184302374,24.91971604693681,102
10594.84422996862,24.926909408159553,103
16593.28946248837,24.948148910049348,104
7443.853722283546,25.052962580975144,105
15538.141264960801,25.056750796874987,106
15538.141264960801,25.91404548957944,107
16593.28946248837,25.922648947359995,108
8137.649797370168,25.92945236451924,109
15552.595349858437,25.93924141661264,110
16593.28946248837,25.9466328041628,111
8137.649797370168,25.95152455368079,112
15552.595349858437,26.004750459827484,113
9698.690966315067,26.06623502955772,114
4712.031676629973,26.07669618851505,115
8137.649797370168,26.944565366441385,116
15538.141264960801,27.047916181897744,117
5116.746053763835,27.04887274093926,118
11115.191286283587,27.91908906023018,119
8672.450938582771,27.9698527706787,120
7443.853722283546,28.010963223362342,121
11317.548474850517,28.07361186975613,122
8672.450938582771,28.087303920835257,123
10594.84422996862,28.097847099462523,124
11187.461710771775,29.95364964674227,125
16593.28946248837,29.95894661094062,126
11317.548474850517,30.0036345097702,127
7443.853722283546,30.025329440971838,128
5116.746053763835,30.05691952081397,129
6952.414835763856,30.913855816284194,130
11317.548474850517,31.902245840616523,131
7458.307807181184,31.932789579126982,132
10594.84422996862,32.00062866974622,133
10855.017758126103,32.92937497105449,134
9698.690966315067,32.9354645729065,135
11332.002559748156,33.00189769710414,136
9698.690966315067,33.01301032616757,137
11317.548474850517,33.057306464528665,138
3801.424328078782,33.05859651863575,139
2934.1792342205044,33.071410428592934,140
10609.298314866259,33.962929856358095,141
11317.548474850517,33.96445651412942,142
15538.141264960801,34.02212413148955,143
7458.307807181184,34.049944047257306,144
10594.84422996862,34.06678702365607,145
10594.84422996862,34.083838421152905,146
7443.853722283546,34.908125267224385,147
11187.461710771775,34.917227807221934,148
6330.889185165424,34.92105148173869,149
3974.8733468504374,34.926481377054,150
10855.017758126103,34.92769992966205,151
11332.002559748156,34.96878449609503,152
11187.461710771775,34.96880412888713,153
10594.84422996862,34.96952914413996,154
9698.690966315067,34.97811788409017,155
11332.002559748156,35.01956901792437,156
10594.84422996862,35.0606491975952,157
10869.47184302374,35.90689710052684,158
2529.464857086642,35.91328598270193,159
11201.915795669414,35.91342928437516,160
7458.307807181184,35.95668978081085,161
11115.191286283587,35.96249947641045,162
